date,ticker,headline,sector,category,true_label
2021-09-29,MARKET,Sector rotation: investors flee Technology for Healthcare amid global uncertainty,Macro,Macro,neutral
2021-10-05,MARKET,"GDP growth revised to 5.401335706680811%, economy shows weakness",Macro,Macro,neutral
2021-10-08,COP,"COP reports strong production growth, raises output guidance",Energy,Regulatory,positive
2021-10-14,MARKET,"GDP growth revised to 5.4803800277133465%, economy shows resilience",Macro,Macro,neutral
2021-10-18,COP,COP cuts dividend as oil prices remain weak,Energy,Analyst,negative
2021-10-21,COP,COP cuts dividend as oil prices remain weak,Energy,Regulatory,negative
2021-10-25,COP,"COP reports strong production growth, raises output guidance",Energy,Regulatory,positive
2021-10-28,MARKET,"CPI inflation comes in at 4.45240142620551%, below consensus estimate",Macro,Macro,neutral
2021-10-29,MARKET,"10-year Treasury yield reaches 4.993991410127275%, highest since 2010",Macro,Macro,neutral
2021-11-04,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-11-11,COP,COP cuts dividend as oil prices remain weak,Energy,Regulatory,negative
2021-11-26,MARKET,VIX spikes to 27 as market volatility surges,Macro,Macro,neutral
2021-12-01,COP,COP cuts dividend as oil prices remain weak,Energy,Analyst,negative
2021-12-07,COP,"COP announces major DeepWater Basin discovery, adds 10B barrels to reserves",Energy,Analyst,positive
2021-12-15,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2021-12-21,COP,"COP reports strong production growth, raises output guidance",Energy,Merger,positive
2021-12-22,MARKET,VIX spikes to 25 as market volatility surges,Macro,Macro,neutral
2021-12-28,MARKET,"10-year Treasury yield reaches 4.603713786323395%, highest since 2016",Macro,Macro,neutral
2022-01-03,COP,"COP reports strong production growth, raises output guidance",Energy,Merger,positive
2022-01-06,MARKET,VIX spikes to 22 as market volatility surges,Macro,Macro,neutral
2022-01-07,COP,"COP reports strong production growth, raises output guidance",Energy,Merger,positive
2022-01-10,MARKET,VIX spikes to 26 as market volatility surges,Macro,Macro,neutral
2022-01-11,COP,"COP announces major DeepWater Basin discovery, adds 36B barrels to reserves",Energy,Earnings,positive
2022-01-13,COP,"COP reports strong production growth, raises output guidance",Energy,Merger,positive
2022-01-24,MARKET,VIX spikes to 35 as market volatility surges,Macro,Macro,neutral
2022-01-28,MARKET,"10-year Treasury yield reaches 3.4272202437853037%, highest since 2016",Macro,Macro,neutral
2022-02-01,COP,"Oil prices surge 14%, COP benefiting from supply constraints",Energy,Regulatory,positive
2022-02-09,MARKET,"GDP growth revised to 2.4653942400531434%, economy shows resilience",Macro,Macro,positive
2022-02-11,COP,"COP reports strong production growth, raises output guidance",Energy,Earnings,positive
2022-02-14,COP,"COP announces major DeepWater Basin discovery, adds 29B barrels to reserves",Energy,Earnings,positive
2022-02-24,COP,COP writes down 3B in shale assets amid price decline,Energy,Analyst,negative
2022-02-28,COP,"COP reports strong production growth, raises output guidance",Energy,Analyst,positive
2022-03-01,MARKET,"10-year Treasury yield reaches 4.841027921065496%, highest since 2015",Macro,Macro,positive
2022-03-03,COP,COP writes down 7B in shale assets amid price decline,Energy,Analyst,negative
2022-03-04,COP,"COP announces major DeepWater Basin discovery, adds 20B barrels to reserves",Energy,Analyst,positive
2022-03-11,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2022-03-17,COP,"COP reports strong production growth, raises output guidance",Energy,Product,positive
2022-03-22,MARKET,Sector rotation: investors flee Energy for Consumer amid global uncertainty,Macro,Macro,neutral
2022-03-25,COP,COP cuts dividend as oil prices remain weak,Energy,Analyst,negative
2022-03-28,COP,COP cuts dividend as oil prices remain weak,Energy,Regulatory,negative
2022-03-29,COP,"COP announces major DeepWater Basin discovery, adds 41B barrels to reserves",Energy,Regulatory,positive
2022-04-08,COP,"Oil prices surge 18%, COP benefiting from supply constraints",Energy,Product,positive
2022-04-12,MARKET,Sector rotation: investors flee Industrials for Consumer amid global uncertainty,Macro,Macro,positive
2022-04-14,COP,"Oil prices surge 30%, COP benefiting from supply constraints",Energy,Earnings,positive
2022-04-21,COP,COP writes down 4B in shale assets amid price decline,Energy,Merger,negative
2022-05-04,COP,"Oil prices surge 18%, COP benefiting from supply constraints",Energy,Merger,positive
2022-05-06,COP,"COP reports strong production growth, raises output guidance",Energy,Analyst,positive
2022-05-12,MARKET,"10-year Treasury yield reaches 2.0510165145220913%, highest since 2012",Macro,Macro,neutral
2022-05-13,COP,"COP announces major DeepWater Basin discovery, adds 12B barrels to reserves",Energy,Merger,positive
2022-05-19,MARKET,"10-year Treasury yield reaches 2.989296614452157%, highest since 2015",Macro,Macro,neutral
2022-05-25,MARKET,"10-year Treasury yield reaches 4.473748106675876%, highest since 2018",Macro,Macro,neutral
2022-05-31,COP,COP writes down 30B in shale assets amid price decline,Energy,Product,negative
2022-06-01,MARKET,"GDP growth revised to 5.686778049260126%, economy shows resilience",Macro,Macro,neutral
2022-06-06,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-06-09,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2022-06-23,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2022-06-29,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,negative
2022-07-13,MARKET,"10-year Treasury yield reaches 3.172949521885999%, highest since 2014",Macro,Macro,neutral
2022-07-15,COP,"COP reports strong production growth, raises output guidance",Energy,Product,positive
2022-07-22,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2022-07-26,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-07-29,COP,"COP reports strong production growth, raises output guidance",Energy,Merger,positive
2022-08-08,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2022-08-09,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2022-08-11,COP,"COP announces major DeepWater Basin discovery, adds 48B barrels to reserves",Energy,Product,positive
2022-08-12,COP,"Oil prices surge 10%, COP benefiting from supply constraints",Energy,Merger,positive
2022-08-17,COP,"Oil prices surge 30%, COP benefiting from supply constraints",Energy,Earnings,positive
2022-08-23,COP,"COP announces major DeepWater Basin discovery, adds 34B barrels to reserves",Energy,Analyst,positive
2022-08-25,COP,"Oil prices surge 17%, COP benefiting from supply constraints",Energy,Earnings,positive
2022-08-30,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2022-09-06,COP,COP writes down 6B in shale assets amid price decline,Energy,Analyst,negative
2022-09-09,COP,"COP reports strong production growth, raises output guidance",Energy,Merger,positive
2022-09-13,COP,COP writes down 38B in shale assets amid price decline,Energy,Analyst,negative
2022-09-19,MARKET,"10-year Treasury yield reaches 4.59590155278126%, highest since 2018",Macro,Macro,neutral
2022-09-22,MARKET,VIX spikes to 32 as market volatility surges,Macro,Macro,neutral
2022-09-23,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2022-09-28,COP,"COP announces major DeepWater Basin discovery, adds 1B barrels to reserves",Energy,Earnings,positive
2022-09-29,MARKET,"10-year Treasury yield reaches 4.148107262687008%, highest since 2017",Macro,Macro,neutral
2022-10-18,MARKET,"CPI inflation comes in at 4.374260524413042%, above consensus estimate",Macro,Macro,neutral
2022-10-19,COP,"COP announces major DeepWater Basin discovery, adds 22B barrels to reserves",Energy,Analyst,positive
2022-10-20,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2022-10-21,COP,"COP reports strong production growth, raises output guidance",Energy,Analyst,positive
2022-10-24,MARKET,Sector rotation: investors flee Healthcare for Financials amid global uncertainty,Macro,Macro,neutral
2022-10-25,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2022-11-01,MARKET,"GDP growth revised to 4.562488230057578%, economy shows weakness",Macro,Macro,neutral
2022-11-03,COP,"Oil prices surge 18%, COP benefiting from supply constraints",Energy,Product,positive
2022-11-09,COP,COP writes down 32B in shale assets amid price decline,Energy,Merger,negative
2022-11-10,COP,"COP announces major DeepWater Basin discovery, adds 44B barrels to reserves",Energy,Analyst,positive
2022-11-17,COP,"COP reports strong production growth, raises output guidance",Energy,Regulatory,positive
2022-11-23,MARKET,"CPI inflation comes in at 4.471395353462293%, above consensus estimate",Macro,Macro,neutral
2022-11-30,MARKET,Sector rotation: investors flee Technology for Consumer amid global uncertainty,Macro,Macro,neutral
2022-12-01,MARKET,Sector rotation: investors flee Technology for Energy amid global uncertainty,Macro,Macro,neutral
2022-12-09,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2022-12-12,COP,"Oil prices surge 16%, COP benefiting from supply constraints",Energy,Regulatory,positive
2022-12-16,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,negative
2022-12-21,COP,COP writes down 28B in shale assets amid price decline,Energy,Product,negative
2022-12-29,MARKET,"10-year Treasury yield reaches 3.6234999901308664%, highest since 2014",Macro,Macro,neutral
2023-01-03,COP,COP writes down 24B in shale assets amid price decline,Energy,Earnings,negative
2023-01-05,COP,"Oil prices surge 12%, COP benefiting from supply constraints",Energy,Merger,positive
2023-01-12,MARKET,Sector rotation: investors flee Financials for Technology amid global uncertainty,Macro,Macro,neutral
2023-01-13,COP,"COP reports strong production growth, raises output guidance",Energy,Product,positive
2023-01-17,COP,COP writes down 48B in shale assets amid price decline,Energy,Earnings,negative
2023-01-20,COP,"COP reports strong production growth, raises output guidance",Energy,Merger,positive
2023-02-03,COP,COP writes down 45B in shale assets amid price decline,Energy,Regulatory,negative
2023-02-06,MARKET,"10-year Treasury yield reaches 3.9427275197336593%, highest since 2017",Macro,Macro,negative
2023-02-13,COP,COP writes down 21B in shale assets amid price decline,Energy,Merger,negative
2023-02-16,COP,COP cuts dividend as oil prices remain weak,Energy,Analyst,negative
2023-02-22,COP,COP writes down 25B in shale assets amid price decline,Energy,Merger,negative
2023-03-02,MARKET,"10-year Treasury yield reaches 2.9277805854333963%, highest since 2011",Macro,Macro,neutral
2023-03-03,MARKET,"GDP growth revised to 4.439619095711075%, economy shows weakness",Macro,Macro,neutral
2023-03-06,MARKET,"GDP growth revised to 3.0907774968025%, economy shows weakness",Macro,Macro,neutral
2023-03-13,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2023-03-17,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2023-03-23,COP,COP cuts dividend as oil prices remain weak,Energy,Regulatory,negative
2023-03-29,MARKET,"10-year Treasury yield reaches 2.7251844825247367%, highest since 2018",Macro,Macro,negative
2023-03-30,MARKET,VIX spikes to 26 as market volatility surges,Macro,Macro,neutral
2023-04-19,MARKET,Sector rotation: investors flee Technology for Consumer amid global uncertainty,Macro,Macro,neutral
2023-04-21,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-05-03,COP,COP writes down 11B in shale assets amid price decline,Energy,Earnings,negative
2023-05-09,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-05-12,COP,COP cuts dividend as oil prices remain weak,Energy,Analyst,negative
2023-05-15,COP,"Oil prices surge 17%, COP benefiting from supply constraints",Energy,Analyst,positive
2023-05-22,MARKET,"CPI inflation comes in at 2.3112527291367893%, below consensus estimate",Macro,Macro,positive
2023-05-26,MARKET,"10-year Treasury yield reaches 3.477819821272496%, highest since 2016",Macro,Macro,neutral
2023-05-31,COP,COP writes down 17B in shale assets amid price decline,Energy,Earnings,negative
2023-06-01,MARKET,Sector rotation: investors flee Financials for Healthcare amid global uncertainty,Macro,Macro,neutral
2023-06-12,MARKET,Sector rotation: investors flee Industrials for Energy amid global uncertainty,Macro,Macro,neutral
2023-06-13,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2023-06-16,MARKET,VIX spikes to 31 as market volatility surges,Macro,Macro,neutral
2023-06-22,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,negative
2023-06-28,COP,"Oil prices surge 29%, COP benefiting from supply constraints",Energy,Merger,positive
2023-06-29,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-06-30,MARKET,"10-year Treasury yield reaches 2.9717456404892344%, highest since 2019",Macro,Macro,neutral
2023-07-03,MARKET,"CPI inflation comes in at 5.782373135870277%, above consensus estimate",Macro,Macro,neutral
2023-07-24,COP,"COP announces major DeepWater Basin discovery, adds 38B barrels to reserves",Energy,Earnings,positive
2023-08-14,MARKET,"CPI inflation comes in at 2.0484684610998207%, above consensus estimate",Macro,Macro,neutral
2023-08-17,COP,"Oil prices surge 26%, COP benefiting from supply constraints",Energy,Product,positive
2023-08-18,MARKET,"CPI inflation comes in at 3.790036383253516%, below consensus estimate",Macro,Macro,neutral
2023-08-24,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2023-08-28,MARKET,"10-year Treasury yield reaches 5.303530372968371%, highest since 2017",Macro,Macro,neutral
2023-08-29,MARKET,"10-year Treasury yield reaches 2.942108113630143%, highest since 2011",Macro,Macro,negative
2023-08-30,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
